"","dlttarget","drtarget","targetdose","n","DRscenario","generator","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec"
"148",20,40,1,30,"null","weibsd_uninf",83.5555555555556,15.3333333333333,1,0.111111111111111,0
"149",20,40,3,30,"null","weibsd_uninf",18.6666666666667,48.2222222222222,24.4444444444444,7.33333333333333,1.33333333333333
"150",20,40,5,30,"null","weibsd_uninf",1,9.77777777777778,29.5555555555556,33,26.6666666666667
"151",30,50,1,30,"lowerDR","weibsd_uninf",43.1111111111111,45.2222222222222,10.6666666666667,0.888888888888889,0.111111111111111
"152",30,50,3,30,"lowerDR","weibsd_uninf",2,19.1111111111111,41.8888888888889,29.7777777777778,7.22222222222222
"153",30,50,5,30,"lowerDR","weibsd_uninf",0.111111111111111,1.11111111111111,8.55555555555556,29,61.2222222222222
"154",20,40,1,30,"lowerDR","weibsd_uninf",39.7777777777778,45.3333333333333,12.5555555555556,2,0.333333333333333
"155",20,40,3,30,"lowerDR","weibsd_uninf",3.66666666666667,20.8888888888889,36.4444444444444,27,12
"156",20,40,5,30,"lowerDR","weibsd_uninf",0.222222222222222,1.33333333333333,10.4444444444444,23.7777777777778,64.2222222222222
"157",30,50,1,30,"higherDR","weibsd_uninf",99,1,0,0,0
"158",30,50,3,30,"higherDR","weibsd_uninf",68.1111111111111,28.7777777777778,3,0.111111111111111,0
"159",30,50,5,30,"higherDR","weibsd_uninf",7.33333333333333,37.1111111111111,37.8888888888889,14.4444444444444,3.22222222222222
"160",20,40,1,30,"higherDR","weibsd_uninf",98.1111111111111,1.88888888888889,0,0,0
"161",20,40,3,30,"higherDR","weibsd_uninf",62.7777777777778,32.1111111111111,4.88888888888889,0.222222222222222,0
"162",20,40,5,30,"higherDR","weibsd_uninf",10,34.8888888888889,32.8888888888889,16.8888888888889,5.33333333333333
"163",30,50,1,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"164",30,50,3,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"165",30,50,5,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"166",20,40,1,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"167",20,40,3,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"168",20,40,5,100,"null","weibsd_inf",NA,NA,NA,NA,NA
"169",30,50,1,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"170",30,50,3,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"171",30,50,5,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"172",20,40,1,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"173",20,40,3,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"174",20,40,5,100,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"175",30,50,1,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"176",30,50,3,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"177",30,50,5,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"178",20,40,1,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"179",20,40,3,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"180",20,40,5,100,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"181",30,50,1,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"182",30,50,3,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"183",30,50,5,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"184",20,40,1,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"185",20,40,3,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"186",20,40,5,60,"null","weibsd_inf",NA,NA,NA,NA,NA
"187",30,50,1,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"188",30,50,3,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"189",30,50,5,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"190",20,40,1,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"191",20,40,3,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"192",20,40,5,60,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"193",30,50,1,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"194",30,50,3,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"195",30,50,5,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"196",20,40,1,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"197",20,40,3,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"198",20,40,5,60,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"199",30,50,1,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"200",30,50,3,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"201",30,50,5,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"202",20,40,1,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"203",20,40,3,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"204",20,40,5,30,"null","weibsd_inf",NA,NA,NA,NA,NA
"205",30,50,1,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"206",30,50,3,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"207",30,50,5,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"208",20,40,1,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"209",20,40,3,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"210",20,40,5,30,"lowerDR","weibsd_inf",NA,NA,NA,NA,NA
"211",30,50,1,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"212",30,50,3,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"213",30,50,5,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"214",20,40,1,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"215",20,40,3,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"216",20,40,5,30,"higherDR","weibsd_inf",NA,NA,NA,NA,NA
"217",30,50,1,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"218",30,50,3,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"219",30,50,5,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"220",20,40,1,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"221",20,40,3,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"222",20,40,5,100,"null","weibinc_inf",NA,NA,NA,NA,NA
"223",30,50,1,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"224",30,50,3,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"225",30,50,5,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"226",20,40,1,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"227",20,40,3,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"228",20,40,5,100,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"229",30,50,1,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"230",30,50,3,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"231",30,50,5,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"232",20,40,1,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"233",20,40,3,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"234",20,40,5,100,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"235",30,50,1,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"236",30,50,3,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"237",30,50,5,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"238",20,40,1,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"239",20,40,3,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"240",20,40,5,60,"null","weibinc_inf",NA,NA,NA,NA,NA
"241",30,50,1,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"242",30,50,3,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"243",30,50,5,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"244",20,40,1,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"245",20,40,3,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"246",20,40,5,60,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"247",30,50,1,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"248",30,50,3,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"249",30,50,5,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"250",20,40,1,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"251",20,40,3,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"252",20,40,5,60,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"253",30,50,1,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"254",30,50,3,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"255",30,50,5,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"256",20,40,1,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"257",20,40,3,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"258",20,40,5,30,"null","weibinc_inf",NA,NA,NA,NA,NA
"259",30,50,1,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"260",30,50,3,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"261",30,50,5,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"262",20,40,1,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"263",20,40,3,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"264",20,40,5,30,"lowerDR","weibinc_inf",NA,NA,NA,NA,NA
"265",30,50,1,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"266",30,50,3,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"267",30,50,5,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"268",20,40,1,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"269",20,40,3,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"270",20,40,5,30,"higherDR","weibinc_inf",NA,NA,NA,NA,NA
"271",30,50,1,100,"null","weibinc_uninf",91.6666666666667,8.33333333333333,0,0,0
"272",30,50,3,100,"null","weibinc_uninf",1.44444444444444,62.3333333333333,36,0.222222222222222,0
"273",30,50,5,100,"null","weibinc_uninf",0,0.111111111111111,11.7777777777778,65.6666666666667,22.4444444444444
"274",20,40,1,100,"null","weibinc_uninf",91.1111111111111,8.88888888888889,0,0,0
"275",20,40,3,100,"null","weibinc_uninf",3.11111111111111,63,33.4444444444444,0.444444444444444,0
"276",20,40,5,100,"null","weibinc_uninf",0,0.111111111111111,15.7777777777778,64.6666666666667,19.4444444444444
"277",30,50,1,100,"lowerDR","weibinc_uninf",32.6666666666667,66.3333333333333,1,0,0
"278",30,50,3,100,"lowerDR","weibinc_uninf",0,11.2222222222222,72.8888888888889,15.8888888888889,0
"279",30,50,5,100,"lowerDR","weibinc_uninf",0,0,0.888888888888889,37.4444444444444,61.6666666666667
"280",20,40,1,100,"lowerDR","weibinc_uninf",31.2222222222222,67.1111111111111,1.66666666666667,0,0
"281",20,40,3,100,"lowerDR","weibinc_uninf",0.111111111111111,11.5555555555556,70.3333333333333,18,0
"282",20,40,5,100,"lowerDR","weibinc_uninf",0,0,0.777777777777778,35.5555555555556,63.6666666666667
"283",30,50,1,100,"higherDR","weibinc_uninf",100,0,0,0,0
"284",30,50,3,100,"higherDR","weibinc_uninf",67.4444444444444,32.4444444444444,0.111111111111111,0,0
"285",30,50,5,100,"higherDR","weibinc_uninf",0.222222222222222,33.6666666666667,60.4444444444444,5.66666666666667,0
"286",20,40,1,100,"higherDR","weibinc_uninf",100,0,0,0,0
"287",20,40,3,100,"higherDR","weibinc_uninf",57.7777777777778,42.2222222222222,0,0,0
"288",20,40,5,100,"higherDR","weibinc_uninf",0,25.3333333333333,66,8.55555555555556,0.111111111111111
"289",30,50,1,60,"null","weibinc_uninf",82.2222222222222,17.7777777777778,0,0,0
"290",30,50,3,60,"null","weibinc_uninf",3.22222222222222,56.7777777777778,38.8888888888889,1.11111111111111,0
"291",30,50,5,60,"null","weibinc_uninf",0,0.222222222222222,18,58.5555555555556,23.2222222222222
"292",20,40,1,60,"null","weibinc_uninf",80.3333333333333,19.6666666666667,0,0,0
"293",20,40,3,60,"null","weibinc_uninf",4.55555555555556,58.5555555555556,33.5555555555556,3.33333333333333,0
"294",20,40,5,60,"null","weibinc_uninf",0,0.666666666666667,19.3333333333333,56.3333333333333,23.6666666666667
"295",30,50,1,60,"lowerDR","weibinc_uninf",28.2222222222222,68.1111111111111,3.66666666666667,0,0
"296",30,50,3,60,"lowerDR","weibinc_uninf",0,10.2222222222222,58.8888888888889,29.3333333333333,1.55555555555556
"297",30,50,5,60,"lowerDR","weibinc_uninf",0,0,1.77777777777778,31.7777777777778,66.4444444444444
"298",20,40,1,60,"lowerDR","weibinc_uninf",29.2222222222222,64.3333333333333,6.33333333333333,0.111111111111111,0
"299",20,40,3,60,"lowerDR","weibinc_uninf",0.111111111111111,11.5555555555556,53.5555555555556,31.5555555555556,3.22222222222222
"300",20,40,5,60,"lowerDR","weibinc_uninf",0,0.111111111111111,2,29.1111111111111,68.7777777777778
"301",30,50,1,60,"higherDR","weibinc_uninf",100,0,0,0,0
"302",30,50,3,60,"higherDR","weibinc_uninf",57.7777777777778,41.5555555555556,0.666666666666667,0,0
"303",30,50,5,60,"higherDR","weibinc_uninf",0.555555555555556,32.2222222222222,54.3333333333333,12.8888888888889,0
"304",20,40,1,60,"higherDR","weibinc_uninf",100,0,0,0,0
"305",20,40,3,60,"higherDR","weibinc_uninf",54.5555555555556,44.3333333333333,1.11111111111111,0,0
"306",20,40,5,60,"higherDR","weibinc_uninf",0.888888888888889,26.7777777777778,53.8888888888889,17.7777777777778,0.666666666666667
"307",30,50,1,30,"null","weibinc_uninf",67.7777777777778,30,2.11111111111111,0.111111111111111,0
"308",30,50,3,30,"null","weibinc_uninf",6.66666666666667,39.4444444444444,37.3333333333333,14,2.55555555555556
"309",30,50,5,30,"null","weibinc_uninf",0.222222222222222,2.55555555555556,18.1111111111111,36.8888888888889,42.2222222222222
"310",20,40,1,30,"null","weibinc_uninf",64.4444444444444,30.7777777777778,4.66666666666667,0.111111111111111,0
"311",20,40,3,30,"null","weibinc_uninf",8.22222222222222,36.1111111111111,38,13.2222222222222,4.44444444444444
"312",20,40,5,30,"null","weibinc_uninf",0.777777777777778,5.77777777777778,20.8888888888889,32.1111111111111,40.4444444444444
"313",30,50,1,30,"lowerDR","weibinc_uninf",22.6666666666667,51.6666666666667,21.5555555555556,4.11111111111111,0
"314",30,50,3,30,"lowerDR","weibinc_uninf",1,10.2222222222222,34.4444444444444,36.5555555555556,17.7777777777778
"315",30,50,5,30,"lowerDR","weibinc_uninf",0,0.666666666666667,4,18.3333333333333,77
"316",20,40,1,30,"lowerDR","weibinc_uninf",23,47.4444444444444,20.7777777777778,7,1.77777777777778
"317",20,40,3,30,"lowerDR","weibinc_uninf",1.11111111111111,9.44444444444444,33.1111111111111,33,23.3333333333333
"318",20,40,5,30,"lowerDR","weibinc_uninf",0,0.555555555555556,3.77777777777778,19.3333333333333,76.3333333333333
"319",30,50,1,30,"higherDR","weibinc_uninf",95.7777777777778,4.22222222222222,0,0,0
"320",30,50,3,30,"higherDR","weibinc_uninf",47.1111111111111,41.7777777777778,10,1.11111111111111,0
