"","dlttarget","drtarget","targetdose","n","DRscenario","generator","dose1_selec","dose2_selec","dose3_selec","dose4_selec","dose5_selec"
"31",30,50,1,60,"higherDR","const_uninf",100,0,0,0,0
"32",30,50,3,60,"higherDR","const_uninf",33.7,65.3,1,0,0
"33",30,50,5,60,"higherDR","const_uninf",0.2,13.6,61.7,23.5,1
"34",20,40,1,60,"higherDR","const_uninf",100,0,0,0,0
"35",20,40,3,60,"higherDR","const_uninf",36.6,61.8,1.5,0.1,0
"36",20,40,5,60,"higherDR","const_uninf",0,16.1,58.4,23.4,2.1
"37",30,50,1,30,"null","const_uninf",99.3,0.7,0,0,0
"38",30,50,3,30,"null","const_uninf",22.6,52.5,21.1,3.4,0.4
"39",30,50,5,30,"null","const_uninf",0.7,13.1,32.7,34.3,19.2
"40",20,40,1,30,"null","const_uninf",99.1,0.9,0,0,0
"41",20,40,3,30,"null","const_uninf",31.6,50.3,15.4,2.4,0.3
"42",20,40,5,30,"null","const_uninf",2.1,24.9,35.7,24.5,12.8
"43",30,50,1,30,"lowerDR","const_uninf",91.3,8.5,0.2,0,0
"44",30,50,3,30,"lowerDR","const_uninf",7.6,39.3,38.4,12,2.7
"45",30,50,5,30,"lowerDR","const_uninf",0.1,4.4,15.6,35.7,44.2
"46",20,40,1,30,"lowerDR","const_uninf",91.1,8.5,0.3,0.1,0
"47",20,40,3,30,"lowerDR","const_uninf",10.9,45.5,29,11.2,3.4
"48",20,40,5,30,"lowerDR","const_uninf",0.6,11.5,24.9,33.3,29.7
"49",30,50,1,30,"higherDR","const_uninf",100,0,0,0,0
"50",30,50,3,30,"higherDR","const_uninf",53.6,40.2,5.8,0.4,0
"51",30,50,5,30,"higherDR","const_uninf",4.5,31.9,41.1,17.9,4.6
"52",20,40,1,30,"higherDR","const_uninf",99.9,0.1,0,0,0
"53",20,40,3,30,"higherDR","const_uninf",59.6,34.6,5.2,0.6,0
"54",20,40,5,30,"higherDR","const_uninf",8.8,41.8,31.7,14.8,2.9
"55",30,50,1,100,"null","const_inf",100,0,0,0,0
"56",30,50,3,100,"null","const_inf",0.1,79.5,20.4,0,0
"57",30,50,5,100,"null","const_inf",0,0,7.1,73.1,19.8
"58",20,40,1,100,"null","const_inf",100,0,0,0,0
"59",20,40,3,100,"null","const_inf",0.8,84.4,14.8,0,0
"60",20,40,5,100,"null","const_inf",0,0,9.9,70.2,19.9
"61",30,50,1,100,"lowerDR","const_inf",100,0,0,0,0
"62",30,50,3,100,"lowerDR","const_inf",0,38.8,60.2,1,0
"63",30,50,5,100,"lowerDR","const_inf",0,0,0.4,38.8,60.8
"64",20,40,1,100,"lowerDR","const_inf",99.8,0.2,0,0,0
"65",20,40,3,100,"lowerDR","const_inf",0,39.3,57.4,3.3,0
"66",20,40,5,100,"lowerDR","const_inf",0,0,1.8,39.4,58.8
"67",30,50,1,100,"higherDR","const_inf",100,0,0,0,0
"68",30,50,3,100,"higherDR","const_inf",24.2,75.8,0,0,0
"69",30,50,5,100,"higherDR","const_inf",0,4.6,72.3,22.9,0.2
"70",20,40,1,100,"higherDR","const_inf",100,0,0,0,0
"71",20,40,3,100,"higherDR","const_inf",26.9,73.1,0,0,0
"72",20,40,5,100,"higherDR","const_inf",0,4.3,71.4,24,0.3
"73",30,50,1,60,"null","const_inf",100,0,0,0,0
"74",30,50,3,60,"null","const_inf",1.8,78.6,19.6,0,0
"75",30,50,5,60,"null","const_inf",0,0.5,18.9,61.9,18.7
"76",20,40,1,60,"null","const_inf",100,0,0,0,0
"77",20,40,3,60,"null","const_inf",8.2,75.4,15.7,0.7,0
"78",20,40,5,60,"null","const_inf",0,1.9,28.1,50.8,19.2
"79",30,50,1,60,"lowerDR","const_inf",99.7,0.3,0,0,0
"80",30,50,3,60,"lowerDR","const_inf",0.2,38.7,55.3,5.8,0
"81",30,50,5,60,"lowerDR","const_inf",0,0,2.9,38.6,58.5
"82",20,40,1,60,"lowerDR","const_inf",98.8,1.2,0,0,0
"83",20,40,3,60,"lowerDR","const_inf",1.9,38.5,50,9.4,0.2
"84",20,40,5,60,"lowerDR","const_inf",0,0.2,6.1,38.9,54.8
"85",30,50,1,60,"higherDR","const_inf",100,0,0,0,0
"86",30,50,3,60,"higherDR","const_inf",34.4,65.2,0.4,0,0
"87",30,50,5,60,"higherDR","const_inf",0,14.2,61.3,23.7,0.8
"88",20,40,1,60,"higherDR","const_inf",100,0,0,0,0
"89",20,40,3,60,"higherDR","const_inf",39.9,58.8,1.3,0,0
"90",20,40,5,60,"higherDR","const_inf",0.2,21.1,55.4,21.7,1.6
"91",30,50,1,30,"null","const_inf",99.3,0.7,0,0,0
"92",30,50,3,30,"null","const_inf",16.1,66.7,15.8,1.3,0.1
"93",30,50,5,30,"null","const_inf",0,18.4,38.9,29.7,13
"94",20,40,1,30,"null","const_inf",99.4,0.6,0,0,0
"95",20,40,3,30,"null","const_inf",40.8,52.2,6.4,0.5,0.1
"96",20,40,5,30,"null","const_inf",4.6,39.2,35.1,15.3,5.8
"97",30,50,1,30,"lowerDR","const_inf",93,7,0,0,0
"98",30,50,3,30,"lowerDR","const_inf",4,49.2,37,8.8,1
"99",30,50,5,30,"lowerDR","const_inf",0,3.9,25.2,37.8,33.1
"100",20,40,1,30,"lowerDR","const_inf",95,5,0,0,0
"101",20,40,3,30,"lowerDR","const_inf",17.2,54.7,22.3,4.8,1
"102",20,40,5,30,"lowerDR","const_inf",1.6,21.1,31.7,25.7,19.9
"103",30,50,1,30,"higherDR","const_inf",100,0,0,0,0
"104",30,50,3,30,"higherDR","const_inf",51.6,45.9,2.4,0.1,0
"105",30,50,5,30,"higherDR","const_inf",2.7,43.5,39.5,11.4,2.9
"106",20,40,1,30,"higherDR","const_inf",99.9,0.1,0,0,0
"107",20,40,3,30,"higherDR","const_inf",69.6,28.5,1.8,0.1,0
"108",20,40,5,30,"higherDR","const_inf",14.5,53.1,25.1,6.1,1.2
"109",30,50,1,100,"null","weibsd_uninf",100,0,0,0,0
"110",30,50,3,100,"null","weibsd_uninf",40.2,59,0.8,0,0
"111",30,50,5,100,"null","weibsd_uninf",0,9,56.7,32.8,1.5
"112",20,40,1,100,"null","weibsd_uninf",100,0,0,0,0
"113",20,40,3,100,"null","weibsd_uninf",44,53.5,2.5,0,0
"114",20,40,5,100,"null","weibsd_uninf",0.1,12.9,57.6,28.3,1.1
"115",30,50,1,100,"lowerDR","weibsd_uninf",94.9,5.1,0,0,0
"116",30,50,3,100,"lowerDR","weibsd_uninf",2.2,56.9,39.3,1.6,0
"117",30,50,5,100,"lowerDR","weibsd_uninf",0,0.2,12,55.2,32.6
"118",20,40,1,100,"lowerDR","weibsd_uninf",91.6,8.4,0,0,0
"119",20,40,3,100,"lowerDR","weibsd_uninf",4,56.8,36.3,2.9,0
"120",20,40,5,100,"lowerDR","weibsd_uninf",0,0.7,11.9,48.1,39.3
"121",30,50,1,100,"higherDR","weibsd_uninf",100,0,0,0,0
"122",30,50,3,100,"higherDR","weibsd_uninf",99.2,0.8,0,0,0
"123",30,50,5,100,"higherDR","weibsd_uninf",13.3,74.8,11.9,0,0
"124",20,40,1,100,"higherDR","weibsd_uninf",100,0,0,0,0
"125",20,40,3,100,"higherDR","weibsd_uninf",98.3,1.7,0,0,0
"126",20,40,5,100,"higherDR","weibsd_uninf",13.7,67.7,18.3,0.3,0
"127",30,50,1,60,"null","weibsd_uninf",99.7,0.3,0,0,0
"128",30,50,3,60,"null","weibsd_uninf",63.8,35.5,0.7,0,0
"129",30,50,5,60,"null","weibsd_uninf",1.6,27.1,50.4,18.9,2
"130",20,40,1,60,"null","weibsd_uninf",99.8,0.2,0,0,0
"131",20,40,3,60,"null","weibsd_uninf",67.5,31,1.5,0,0
"132",20,40,5,60,"null","weibsd_uninf",4.8,35.6,44.2,14.3,1.1
"133",30,50,1,60,"lowerDR","weibsd_uninf",93.2,6.8,0,0,0
"134",30,50,3,60,"lowerDR","weibsd_uninf",11.9,58.4,28.1,1.6,0
"135",30,50,5,60,"lowerDR","weibsd_uninf",0.1,3.2,25.3,43.9,27.5
"136",20,40,1,60,"lowerDR","weibsd_uninf",91.6,8.2,0.2,0,0
"137",20,40,3,60,"lowerDR","weibsd_uninf",15.3,58.4,23.4,2.9,0
"138",20,40,5,60,"lowerDR","weibsd_uninf",0.1,5.3,28.9,41.5,24.2
"139",30,50,1,60,"higherDR","weibsd_uninf",100,0,0,0,0
"140",30,50,3,60,"higherDR","weibsd_uninf",99.2,0.8,0,0,0
"141",30,50,5,60,"higherDR","weibsd_uninf",35.9,55.3,8.5,0.3,0
"142",20,40,1,60,"higherDR","weibsd_uninf",100,0,0,0,0
"143",20,40,3,60,"higherDR","weibsd_uninf",98.3,1.7,0,0,0
"144",20,40,5,60,"higherDR","weibsd_uninf",38.3,52.7,8.6,0.4,0
"145",30,50,1,30,"null","weibsd_uninf",99.4,0.6,0,0,0
"146",30,50,3,30,"null","weibsd_uninf",83.1,15.8,0.9,0.1,0.1
"147",30,50,5,30,"null","weibsd_uninf",25.6,44.8,23.4,5.4,0.8
"148",20,40,1,30,"null","weibsd_uninf",99.9,0.1,0,0,0
"149",20,40,3,30,"null","weibsd_uninf",86,12.8,1.1,0.1,0
"150",20,40,5,30,"null","weibsd_uninf",40,43,13.2,2.6,1.2
"151",30,50,1,30,"lowerDR","weibsd_uninf",92.3,7.7,0,0,0
"152",30,50,3,30,"lowerDR","weibsd_uninf",38.9,45.8,14.1,1.2,0
"153",30,50,5,30,"lowerDR","weibsd_uninf",5.7,28.3,34.3,23.3,8.4
"154",20,40,1,30,"lowerDR","weibsd_uninf",93.5,6.3,0.2,0,0
"155",20,40,3,30,"lowerDR","weibsd_uninf",49.9,40.4,8.5,1.1,0.1
"156",20,40,5,30,"lowerDR","weibsd_uninf",10,37.3,31.3,15.2,6.2
"157",30,50,1,30,"higherDR","weibsd_uninf",100,0,0,0,0
"158",30,50,3,30,"higherDR","weibsd_uninf",98.6,1.4,0,0,0
"159",30,50,5,30,"higherDR","weibsd_uninf",66.5,29.8,3.6,0.1,0
"160",20,40,1,30,"higherDR","weibsd_uninf",100,0,0,0,0
"161",20,40,3,30,"higherDR","weibsd_uninf",97.8,2.2,0,0,0
"162",20,40,5,30,"higherDR","weibsd_uninf",70.7,24.4,4.4,0.5,0
"163",30,50,1,100,"null","weibsd_inf",99.9,0.1,0,0,0
"164",30,50,3,100,"null","weibsd_inf",18.9,79,2.1,0,0
"165",30,50,5,100,"null","weibsd_inf",0,4.3,61.7,32.4,1.6
"166",20,40,1,100,"null","weibsd_inf",100,0,0,0,0
"167",20,40,3,100,"null","weibsd_inf",46.8,52,1.2,0,0
"168",20,40,5,100,"null","weibsd_inf",0.4,15.4,60.1,22.9,1.2
"169",30,50,1,100,"lowerDR","weibsd_inf",82.5,17.5,0,0,0
"170",30,50,3,100,"lowerDR","weibsd_inf",0.8,53.3,44.9,1,0
"171",30,50,5,100,"lowerDR","weibsd_inf",0,0.2,12,58.4,29.4
"172",20,40,1,100,"lowerDR","weibsd_inf",92.6,7.4,0,0,0
"173",20,40,3,100,"lowerDR","weibsd_inf",4.8,57.6,35.5,2.1,0
"174",20,40,5,100,"lowerDR","weibsd_inf",0,0.2,17.6,54.3,27.9
"175",30,50,1,100,"higherDR","weibsd_inf",100,0,0,0,0
"176",30,50,3,100,"higherDR","weibsd_inf",96.8,3.2,0,0,0
"177",30,50,5,100,"higherDR","weibsd_inf",6,76.3,17.7,0,0
"178",20,40,1,100,"higherDR","weibsd_inf",100,0,0,0,0
"179",20,40,3,100,"higherDR","weibsd_inf",98.6,1.4,0,0,0
"180",20,40,5,100,"higherDR","weibsd_inf",16.9,69.3,13.6,0.2,0
"181",30,50,1,60,"null","weibsd_inf",99.2,0.8,0,0,0
"182",30,50,3,60,"null","weibsd_inf",31.1,66.2,2.7,0,0
"183",30,50,5,60,"null","weibsd_inf",0.2,23,57.5,18.2,1.1
"184",20,40,1,60,"null","weibsd_inf",99.8,0.2,0,0,0
"185",20,40,3,60,"null","weibsd_inf",69.1,29.8,1.1,0,0
"186",20,40,5,60,"null","weibsd_inf",6.3,47.1,37.9,8,0.7
"187",30,50,1,60,"lowerDR","weibsd_inf",77.2,22.7,0.1,0,0
"188",30,50,3,60,"lowerDR","weibsd_inf",3.5,64.5,31.2,0.8,0
"189",30,50,5,60,"lowerDR","weibsd_inf",0,1.1,24.3,55.2,19.4
"190",20,40,1,60,"lowerDR","weibsd_inf",92.7,7.3,0,0,0
"191",20,40,3,60,"lowerDR","weibsd_inf",18.5,61.9,17.5,2.1,0
"192",20,40,5,60,"lowerDR","weibsd_inf",0.3,7.5,33.2,41.3,17.7
"193",30,50,1,60,"higherDR","weibsd_inf",100,0,0,0,0
"194",30,50,3,60,"higherDR","weibsd_inf",95.4,4.6,0,0,0
"195",30,50,5,60,"higherDR","weibsd_inf",16.4,70.7,12.9,0,0
"196",20,40,1,60,"higherDR","weibsd_inf",100,0,0,0,0
"197",20,40,3,60,"higherDR","weibsd_inf",98.5,1.5,0,0,0
"198",20,40,5,60,"higherDR","weibsd_inf",40,53.9,6,0.1,0
"199",30,50,1,30,"null","weibsd_inf",97.4,2.6,0,0,0
"200",30,50,3,30,"null","weibsd_inf",57,40.9,2.1,0,0
"201",30,50,5,30,"null","weibsd_inf",8.7,55.2,30.5,5.1,0.5
"202",20,40,1,30,"null","weibsd_inf",99.9,0.1,0,0,0
"203",20,40,3,30,"null","weibsd_inf",90.6,8.8,0.6,0,0
"204",20,40,5,30,"null","weibsd_inf",52.7,38.3,7,1.8,0.2
"205",30,50,1,30,"lowerDR","weibsd_inf",76.9,22.9,0.2,0,0
"206",30,50,3,30,"lowerDR","weibsd_inf",17.1,65.7,15.4,1.7,0.1
"207",30,50,5,30,"lowerDR","weibsd_inf",1.5,27.8,42.7,19.8,8.2
"208",20,40,1,30,"lowerDR","weibsd_inf",97,3,0,0,0
"209",20,40,3,30,"lowerDR","weibsd_inf",64.2,30.2,5.1,0.4,0.1
"210",20,40,5,30,"lowerDR","weibsd_inf",19.9,46.6,23.1,8.4,2
"211",30,50,1,30,"higherDR","weibsd_inf",100,0,0,0,0
"212",30,50,3,30,"higherDR","weibsd_inf",93,7,0,0,0
"213",30,50,5,30,"higherDR","weibsd_inf",39.5,54.4,5.8,0.3,0
"214",20,40,1,30,"higherDR","weibsd_inf",100,0,0,0,0
"215",20,40,3,30,"higherDR","weibsd_inf",99,1,0,0,0
"216",20,40,5,30,"higherDR","weibsd_inf",83,15.8,1,0.2,0
"217",30,50,1,100,"null","weibinc_inf",97.3,2.7,0,0,0
"218",30,50,3,100,"null","weibinc_inf",4.4,83.6,12,0,0
"219",30,50,5,100,"null","weibinc_inf",0,1,39.2,54.2,5.6
"220",20,40,1,100,"null","weibinc_inf",99.6,0.4,0,0,0
"221",20,40,3,100,"null","weibinc_inf",25.9,68.2,5.9,0,0
"222",20,40,5,100,"null","weibinc_inf",0,5.6,52.2,39.4,2.8
"223",30,50,1,100,"lowerDR","weibinc_inf",57.5,42.5,0,0,0
"224",30,50,3,100,"lowerDR","weibinc_inf",0.2,33,62.7,4.1,0
"225",30,50,5,100,"lowerDR","weibinc_inf",0,0,3.8,49,47.2
"226",20,40,1,100,"lowerDR","weibinc_inf",81.1,18.9,0,0,0
"227",20,40,3,100,"lowerDR","weibinc_inf",1,43.4,50.6,5,0
"228",20,40,5,100,"lowerDR","weibinc_inf",0,0.2,8.7,48.2,42.9
"229",30,50,1,100,"higherDR","weibinc_inf",100,0,0,0,0
"230",30,50,3,100,"higherDR","weibinc_inf",81.6,18.4,0,0,0
"231",30,50,5,100,"higherDR","weibinc_inf",1,57.6,40.8,0.6,0
"232",20,40,1,100,"higherDR","weibinc_inf",100,0,0,0,0
"233",20,40,3,100,"higherDR","weibinc_inf",94.7,5.3,0,0,0
"234",20,40,5,100,"higherDR","weibinc_inf",6.1,60.2,33,0.7,0
"235",30,50,1,60,"null","weibinc_inf",94.8,5.2,0,0,0
"236",30,50,3,60,"null","weibinc_inf",12.4,76.2,11.4,0,0
"237",30,50,5,60,"null","weibinc_inf",0.2,7.4,46.2,40.8,5.4
"238",20,40,1,60,"null","weibinc_inf",99.2,0.8,0,0,0
"239",20,40,3,60,"null","weibinc_inf",48.5,48,3.5,0,0
"240",20,40,5,60,"null","weibinc_inf",1.3,28,46.8,21.4,2.5
"241",30,50,1,60,"lowerDR","weibinc_inf",54.4,45,0.6,0,0
"242",30,50,3,60,"lowerDR","weibinc_inf",0.7,40.4,51.2,7.6,0.1
"243",30,50,5,60,"lowerDR","weibinc_inf",0,0.1,12.4,47.1,40.4
"244",20,40,1,60,"lowerDR","weibinc_inf",81.2,18.6,0.2,0,0
"245",20,40,3,60,"lowerDR","weibinc_inf",9.2,53,31.6,6.1,0.1
"246",20,40,5,60,"lowerDR","weibinc_inf",0,1.8,22.4,44,31.8
"247",30,50,1,60,"higherDR","weibinc_inf",100,0,0,0,0
"248",30,50,3,60,"higherDR","weibinc_inf",79.5,20.4,0.1,0,0
"249",30,50,5,60,"higherDR","weibinc_inf",3.9,62.2,31.5,2.4,0
"250",20,40,1,60,"higherDR","weibinc_inf",100,0,0,0,0
"251",20,40,3,60,"higherDR","weibinc_inf",95.4,4.6,0,0,0
"252",20,40,5,60,"higherDR","weibinc_inf",20.3,61.1,17.3,1.2,0.1
"253",30,50,1,30,"null","weibinc_inf",85.8,14.1,0.1,0,0
"254",30,50,3,30,"null","weibinc_inf",28.4,62.1,9.3,0.2,0
"255",30,50,5,30,"null","weibinc_inf",2.1,39.6,38.6,15.7,4
"256",20,40,1,30,"null","weibinc_inf",98.2,1.8,0,0,0
"257",20,40,3,30,"null","weibinc_inf",79.8,18.7,1.4,0.1,0
"258",20,40,5,30,"null","weibinc_inf",27.3,52.4,16.2,3.2,0.9
"259",30,50,1,30,"lowerDR","weibinc_inf",47.4,50.3,2.2,0.1,0
"260",30,50,3,30,"lowerDR","weibinc_inf",6.8,54.6,31.2,6.6,0.8
"261",30,50,5,30,"lowerDR","weibinc_inf",0.1,10.3,33.9,35.6,20.1
"262",20,40,1,30,"lowerDR","weibinc_inf",88.7,10.9,0.4,0,0
"263",20,40,3,30,"lowerDR","weibinc_inf",42.2,47.3,8.4,1.9,0.2
"264",20,40,5,30,"lowerDR","weibinc_inf",7.7,44.1,29.6,13.8,4.8
"265",30,50,1,30,"higherDR","weibinc_inf",99,1,0,0,0
"266",30,50,3,30,"higherDR","weibinc_inf",72.6,26.9,0.5,0,0
"267",30,50,5,30,"higherDR","weibinc_inf",16.9,62.8,16.8,3,0.5
"268",20,40,1,30,"higherDR","weibinc_inf",100,0,0,0,0
"269",20,40,3,30,"higherDR","weibinc_inf",96.4,3.3,0.3,0,0
"270",20,40,5,30,"higherDR","weibinc_inf",64.6,31.1,3.7,0.6,0
"271",30,50,1,100,"null","weibinc_uninf",99.5,0.5,0,0,0
"272",30,50,3,100,"null","weibinc_uninf",12.4,77.4,10.1,0.1,0
"273",30,50,5,100,"null","weibinc_uninf",0,1.6,31.9,58.9,7.6
"274",20,40,1,100,"null","weibinc_uninf",99.4,0.6,0,0,0
"275",20,40,3,100,"null","weibinc_uninf",19.7,72.1,8.2,0,0
"276",20,40,5,100,"null","weibinc_uninf",0.1,4.2,42.6,47.4,5.7
"277",30,50,1,100,"lowerDR","weibinc_uninf",74.2,25.6,0.2,0,0
"278",30,50,3,100,"lowerDR","weibinc_uninf",0.9,34,61.1,4,0
"279",30,50,5,100,"lowerDR","weibinc_uninf",0,0,4.2,42.6,53.2
"280",20,40,1,100,"lowerDR","weibinc_uninf",78,22,0,0,0
"281",20,40,3,100,"lowerDR","weibinc_uninf",1.1,41.1,50.5,7.2,0.1
"282",20,40,5,100,"lowerDR","weibinc_uninf",0,0.2,6.1,42.4,51.3
"283",30,50,1,100,"higherDR","weibinc_uninf",100,0,0,0,0
"284",30,50,3,100,"higherDR","weibinc_uninf",94.8,5.2,0,0,0
"285",30,50,5,100,"higherDR","weibinc_uninf",4.1,55.4,39.1,1.4,0
"286",20,40,1,100,"higherDR","weibinc_uninf",100,0,0,0,0
"287",20,40,3,100,"higherDR","weibinc_uninf",92.7,7.3,0,0,0
"288",20,40,5,100,"higherDR","weibinc_uninf",5.1,57.9,35.1,1.9,0
"289",30,50,1,60,"null","weibinc_uninf",99.3,0.7,0,0,0
"290",30,50,3,60,"null","weibinc_uninf",35.1,58.4,6.5,0,0
"291",30,50,5,60,"null","weibinc_uninf",0,8.9,41.8,41,8.3
"292",20,40,1,60,"null","weibinc_uninf",99.3,0.7,0,0,0
"293",20,40,3,60,"null","weibinc_uninf",41.4,51.9,6.6,0.1,0
"294",20,40,5,60,"null","weibinc_uninf",0.8,19.3,45.4,29.6,4.9
"295",30,50,1,60,"lowerDR","weibinc_uninf",76,23.8,0.2,0,0
"296",30,50,3,60,"lowerDR","weibinc_uninf",2.2,41.9,46.6,9.3,0
"297",30,50,5,60,"lowerDR","weibinc_uninf",0.1,0.7,10.2,40.6,48.4
"298",20,40,1,60,"lowerDR","weibinc_uninf",76.1,23.4,0.5,0,0
"299",20,40,3,60,"lowerDR","weibinc_uninf",5.3,44.2,41.3,8.9,0.3
"300",20,40,5,60,"lowerDR","weibinc_uninf",0,1.6,13.4,46.3,38.7
"301",30,50,1,60,"higherDR","weibinc_uninf",100,0,0,0,0
"302",30,50,3,60,"higherDR","weibinc_uninf",92,7.8,0.2,0,0
"303",30,50,5,60,"higherDR","weibinc_uninf",13.7,57.8,26.9,1.6,0
"304",20,40,1,60,"higherDR","weibinc_uninf",100,0,0,0,0
"305",20,40,3,60,"higherDR","weibinc_uninf",93.9,6.1,0,0,0
"306",20,40,5,60,"higherDR","weibinc_uninf",18.7,56.9,22.4,2,0
"307",30,50,1,30,"null","weibinc_uninf",96.5,3.4,0.1,0,0
"308",30,50,3,30,"null","weibinc_uninf",57.6,36.4,5.4,0.6,0
"309",30,50,5,30,"null","weibinc_uninf",8,32.2,34.9,19.1,5.8
"310",20,40,1,30,"null","weibinc_uninf",97.9,2,0.1,0,0
"311",20,40,3,30,"null","weibinc_uninf",65.2,29.7,4.2,0.7,0.2
"312",20,40,5,30,"null","weibinc_uninf",17,43.7,26.4,9.6,3.3
"313",30,50,1,30,"lowerDR","weibinc_uninf",73.2,25,1.8,0,0
"314",30,50,3,30,"lowerDR","weibinc_uninf",17.6,46.5,28.1,6.3,1.5
"315",30,50,5,30,"lowerDR","weibinc_uninf",1.1,12.3,25.6,35.9,25.1
"316",20,40,1,30,"lowerDR","weibinc_uninf",79.3,18.9,1.4,0.3,0.1
"317",20,40,3,30,"lowerDR","weibinc_uninf",24.6,49.6,18.4,5.6,1.8
"318",20,40,5,30,"lowerDR","weibinc_uninf",4.2,23,33.1,24.1,15.6
"319",30,50,1,30,"higherDR","weibinc_uninf",100,0,0,0,0
"320",30,50,3,30,"higherDR","weibinc_uninf",92.3,7.7,0,0,0
"321",30,50,5,30,"higherDR","weibinc_uninf",38,43.8,15.8,2,0.4
"322",20,40,1,30,"higherDR","weibinc_uninf",99.7,0.3,0,0,0
"323",20,40,3,30,"higherDR","weibinc_uninf",93.5,6.2,0.1,0.1,0.1
"324",20,40,5,30,"higherDR","weibinc_uninf",47.7,42,8.7,1.1,0.5
"325",30,50,1,100,"null","weibbd_inf",100,0,0,0,0
"326",30,50,3,100,"null","weibbd_inf",48.8,51.2,0,0,0
"327",30,50,5,100,"null","weibbd_inf",0,22.6,70.1,7.2,0.1
"328",20,40,1,100,"null","weibbd_inf",100,0,0,0,0
"329",20,40,3,100,"null","weibbd_inf",76.4,23.5,0.1,0,0
"330",20,40,5,100,"null","weibbd_inf",1.4,35.5,55.5,7.4,0.2
"331",30,50,1,100,"lowerDR","weibbd_inf",96.4,3.6,0,0,0
"332",30,50,3,100,"lowerDR","weibbd_inf",5.9,79.9,14.2,0,0
"333",30,50,5,100,"lowerDR","weibbd_inf",0,0.8,33.9,56.8,8.5
"334",20,40,1,100,"lowerDR","weibbd_inf",98.5,1.5,0,0,0
"335",20,40,3,100,"lowerDR","weibbd_inf",17.3,68.5,14.2,0,0
"336",20,40,5,100,"lowerDR","weibbd_inf",0,4.2,35.1,48.9,11.8
"337",30,50,1,100,"higherDR","weibbd_inf",100,0,0,0,0
"338",30,50,3,100,"higherDR","weibbd_inf",99.6,0.4,0,0,0
"339",30,50,5,100,"higherDR","weibbd_inf",21.2,74.7,4.1,0,0
"340",20,40,1,100,"higherDR","weibbd_inf",100,0,0,0,0
"341",20,40,3,100,"higherDR","weibbd_inf",99.9,0.1,0,0,0
"342",20,40,5,100,"higherDR","weibbd_inf",37,58.3,4.7,0,0
"343",30,50,1,60,"null","weibbd_inf",100,0,0,0,0
"344",30,50,3,60,"null","weibbd_inf",65.3,34.6,0.1,0,0
"345",30,50,5,60,"null","weibbd_inf",2.9,49.5,44.1,3.4,0.1
"346",20,40,1,60,"null","weibbd_inf",100,0,0,0,0
"347",20,40,3,60,"null","weibbd_inf",92.8,7.1,0.1,0,0
"348",20,40,5,60,"null","weibbd_inf",14.9,59.5,23.2,2.2,0.2
"349",30,50,1,60,"lowerDR","weibbd_inf",95.1,4.9,0,0,0
"350",30,50,3,60,"lowerDR","weibbd_inf",16.9,71.5,11.6,0,0
"351",30,50,5,60,"lowerDR","weibbd_inf",0,8.5,50,37.3,4.2
"352",20,40,1,60,"lowerDR","weibbd_inf",98.6,1.4,0,0,0
